"Date","AirCraft_Type","AirCraft_Regn","AirCraft_FltNo","From","To","Total_Payload_kg","Distance_Flown_km","Hours_Flown","Fuel_Burn_kg_Payload","Fuel_Burn_kg_Time"
"3/26/2024","C208","5Y-MAE","MAF 7","JUBA","BOR",1040,146,0.6,60.736,132
"3/26/2024","C208","5Y-MAE","MAF 7","BOR","MANDENG",999,309,1.3,123.4764,286
"3/26/2024","C208","5Y-MAE","MAF 7","MANDENG","JUBA",714,439,1.6,125.3784,352
"3/27/2024","C208","5Y-MAE","MAF 7","JUBA","YIROL",797,222,1,70.7736,220
"3/27/2024","C208","5Y-MAE","MAF 7","YIROL","TONJ",925,219,0.9,81.03,198
"3/27/2024","C208","5Y-MAE","MAF 7","TONJ","JUBA",1060,419,1.7,177.656,374
"3/27/2024","C208","5Y-MAE","MAF 7","JUBA","YEI",1085,126,0.5,54.684,110
"3/27/2024","C208","5Y-MAE","MAF 7","YEI","KAJO KEJI",1167,107,0.5,49.9476,110
"3/27/2024","C208","5Y-MAE","MAF 7","KAJO KEJI","JUBA",932,113,0.5,42.1264,110
"3/28/2024","C208","5Y-MAE","MAF 7","JUBA","YUAI",911,339,1.2,123.5316,264
"3/28/2024","C208","5Y-MAE","MAF 7","YUAI","JUBA",1000,339,1.3,135.6,286
"4/8/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","KIMATONG",962,61,0.3,23.4728,66
"4/8/2024","C208","5Y-MAE","MAF 7","KIMATONG","TORIT",798,80,0.4,25.536,88
"4/8/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1216,120,0.6,58.368,132
"4/9/2024","C208","5Y-MAE","MAF 7","JUBA","MARIDI",543,237,0.9,51.4764,198
"4/9/2024","C208","5Y-MAE","MAF 7","IBBA","TAMBURA",598,207,0.8,49.5144,176
"4/9/2024","C208","5Y-MAE","MAF 7","TAMBURA","YAMBIO",916,156,0.6,57.1584,132
"4/9/2024","C208","5Y-MAE","MAF 7","YAMBIO","JUBA",907,352,1.4,127.7056,308
"4/12/2024","C208","5Y-MAE","MAF 7","JUBA","LOKI",810,313,1.3,101.412,286
"4/12/2024","C208","5Y-MAE","MAF 7","LOKI","KAPOETA",925,106,0.5,39.22,110
"4/12/2024","C208","5Y-MAE","MAF 7","KAPOETA","CHUKUDUM",1107,65,0.4,28.782,88
"4/12/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","TORIT",1008,104,0.4,41.9328,88
"4/12/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1230,120,0.5,59.04,110
"4/15/2024","C208","5Y-MAE","MAF 7","JUBA","MVOLO",832,224,1,74.5472,220
"4/15/2024","C208","5Y-MAE","MAF 7","MVOLO","JUBA",1005,224,1.1,90.048,242
"4/15/2024","C208","5Y-MAE","MAF 7","JUBA","CHUKUDUM",877,222,1,77.8776,220
"4/15/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","TORIT",862,104,0.5,35.8592,110
"4/15/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1084,120,0.6,52.032,132
"4/17/2024","C208","5Y-MAE","MAF 7","JUBA","AYOD",897,363,1.5,130.2444,330
"4/17/2024","C208","5Y-MAE","MAF 7","AYOD","JUBA",1110,363,1.3,161.172,286
"4/18/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",540,120,0.6,25.92,132
"4/18/2024","C208","5Y-MAE","MAF 7","TORIT","ELDORET",675,541,2.2,146.07,484
"4/18/2024","C208","5Y-MAE","MAF 7","ELDORET","WILSON",981,283,1.1,111.0492,242
"4/19/2024","C208","5Y-MAE","MAF 7","WILSON","KAPOETA",621,772,2.8,191.7648,616
"4/19/2024","C208","5Y-MAE","MAF 7","KAPOETA","LOKI",1050,106,0.6,44.52,132
"4/19/2024","C208","5Y-MAE","MAF 7","LOKI","WILSON",959,689,3,264.3004,660
"4/19/2024","C208","5Y-MAE","MAF 7","WILSON","WILSON",909,460,1.8,167.256,396
"4/25/2024","C208","5Y-MAE","MAF 7","WILSON","WILSON",575,179,0.7,41.17,154
"4/27/2024","C208","5Y-MAE","MAF 7","WILSON","NARIOKOTOME",696,630,2.5,175.392,550
"4/27/2024","C208","5Y-MAE","MAF 7","NARIOKOTOME","LOGLOGO",1040,330,1.3,137.28,286
"4/27/2024","C208","5Y-MAE","MAF 7","LOGLOGO","MARSABIT",526,41,0.2,8.6264,44
"4/27/2024","C208","5Y-MAE","MAF 7","MARSABIT","WILSON",1020,452,2,184.416,440
"4/29/2024","C208","5Y-MAE","MAF 7","WILSON","MOYALE",564,619,2.2,139.6464,484
"4/29/2024","C208","5Y-MAE","MAF 7","MOYALE","MARSABIT",849,174,0.7,59.0904,154
"4/29/2024","C208","5Y-MAE","MAF 7","MARSABIT","WILSON",951,452,1.6,171.9408,352
"5/1/2024","C208","5Y-MAE","MAF 7","WILSON","NARIOKOTOME",742,630,2.4,186.984,528
"5/1/2024","C208","5Y-MAE","MAF 7","NARIOKOTOME","LODWAR",1082,113,0.5,48.9064,110
"5/2/2024","C208","5Y-MAE","MAF 7","LODWAR","WILSON",996,541,1.9,215.5344,418
"5/3/2024","C208","5Y-MAE","MAF 7","WILSON","TORIT",571,800,2.9,182.72,638
"5/3/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1230,120,0.5,59.04,110
"5/6/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",929,120,0.6,44.592,132
"5/6/2024","C208","5Y-MAE","MAF 7","TORIT","CHUKUDUM",1065,104,0.5,44.304,110
"5/6/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","KIMATONG",987,61,0.3,24.0828,66
"5/6/2024","C208","5Y-MAE","MAF 7","KIMATONG","JUBA",823,183,0.9,60.2436,198
"5/7/2024","C208","5Y-MAE","MAF 7","JUBA","MUNDRI",797,148,0.6,47.1824,132
"5/7/2024","C208","5Y-MAE","MAF 7","MUNDRI","IBBA",885,146,0.6,51.684,132
"5/7/2024","C208","5Y-MAE","MAF 7","IBBA","MARIDI",840,33,0.2,11.088,44
"5/7/2024","C208","5Y-MAE","MAF 7","MARIDI","JUBA",1063,237,1.1,100.7724,242
"5/7/2024","C208","5Y-MAE","MAF 7","JUBA","KAPOETA",900,220,1,79.2,220
"5/7/2024","C208","5Y-MAE","MAF 7","KAPOETA","OHILANG",1073,89,0.4,38.1988,88
"5/7/2024","C208","5Y-MAE","MAF 7","OHILANG","JUBA",1028,133,0.5,54.6896,110
"5/8/2024","C208","5Y-MAE","MAF 7","JUBA","YEI",711,126,0.6,35.8344,132
"5/8/2024","C208","5Y-MAE","MAF 7","YEI","ARUA",869,122,0.5,42.4072,110
"5/8/2024","C208","5Y-MAE","MAF 7","ARUA","YEI",951,124,0.6,47.1696,132
"5/8/2024","C208","5Y-MAE","MAF 7","YEI","KAJO KEJI ",1033,107,0.6,44.2124,132
"5/8/2024","C208","5Y-MAE","MAF 7","KAJO KEJI","JUBA",798,113,0.5,36.0696,110
"5/9/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",699,120,0.6,33.552,132
"5/9/2024","C208","5Y-MAE","MAF 7","TORIT","WILSON",869,817,3.1,283.9892,682
"5/10/2024","C208","5Y-MAE","MAF 7","WILSON","ELDORET",651,265,1,69.006,220
"5/10/2024","C208","5Y-MAE","MAF 7","ELDORET","LOKICHOGIO",873,437,1.7,152.6004,374
"5/10/2024","C208","5Y-MAE","MAF 7","LOKICHOGIO","KAPOETA",936,106,0.5,39.6864,110
"5/10/2024","C208","5Y-MAE","MAF 7","KAPOETA","TORIT",1117,119,0.5,53.1692,110
"5/10/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1197,120,0.5,57.456,110
"5/14/2024","C208","5Y-MAE","MAF 7","JUBA","MARIDI",852,237,1,80.7696,220
"5/14/2024","C208","5Y-MAE","MAF 7","MARIDI","YAMBIO",1009,119,0.5,48.0284,110
"5/14/2024","C208","5Y-MAE","MAF 7","YAMBIO","MUNDRI",978,230,1,89.976,220
"5/14/2024","C208","5Y-MAE","MAF 7","MUNDRI","JUBA",1176,148,0.8,69.6192,176
"5/21/2024","C208","5Y-MAE","MAF 7","JUBA","BOR",950,146,0.6,55.48,132
"5/21/2024","C208","5Y-MAE","MAF 7","BOR","LANKIEN",916,265,1.1,97.096,242
"5/21/2024","C208","5Y-MAE","MAF 7","LANKIEN","JUBA",1076,409,1.4,176.0336,308
"5/28/2024","C208","5Y-MAE","MAF 7","JUBA","YAMBIO",753,352,1.3,106.0224,286
"5/28/2024","C208","5Y-MAE","MAF 7","YAMBIO","TAMBURA",856,156,0.7,53.4144,154
"5/28/2024","C208","5Y-MAE","MAF 7","TAMBURA","JUBA",1067,463,2.1,197.6084,462
"5/29/2024","C208","5Y-MAE","MAF 7","JUBA","LAFON",897,98,0.4,35.1624,88
"5/29/2024","C208","5Y-MAE","MAF 7","LAFON","KAPOETA",532,126,0.6,26.8128,132
"5/29/2024","C208","5Y-MAE","MAF 7","KAPOETA","CHUKUDUM",1112,65,0.4,28.912,88
"5/29/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","TORIT",1013,104,0.4,42.1408,88
"5/29/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1235,120,0.5,59.28,110
"5/31/2024","C208","5Y-MAE","MAF 7","JUBA","CHUKUDUM",1008,222,0.9,89.5104,198
"5/31/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","TORIT",904,104,0.5,37.6064,110
"5/31/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1126,120,0.5,54.048,110
"6/3/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",977,120,0.5,46.896,110
"6/3/2024","C208","5Y-MAE","MAF 7","TORIT","CHUKUDUM",1091,104,0.5,45.3856,110
"6/3/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","JUBA",1013,222,0.8,89.9544,176
"6/5/2024","C208","5Y-MAE","MAF 7","JUBA","MUNDRI",743,148,0.7,43.9856,154
"6/5/2024","C208","5Y-MAE","MAF 7","MUNDRI","MARIDI",813,111,0.6,36.0972,132
"6/5/2024","C208","5Y-MAE","MAF 7","MARIDI","YAMBIO",938,119,0.5,44.6488,110
"6/5/2024","C208","5Y-MAE","MAF 7","YAMBIO","JUBA",907,352,1.5,127.7056,330
"6/6/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",739,120,0.6,35.472,132
"6/6/2024","C208","5Y-MAE","MAF 7","TORIT","WILSON",853,817,3,278.7604,660
"6/7/2024","C208","5Y-MAE","MAF 7","WILSON","MARALAL",1111,265,1.1,117.766,242
"6/7/2024","C208","5Y-MAE","MAF 7","MARALAL","WILSON",1002,269,1.1,107.8152,242
"6/10/2024","C208","5Y-MAE","MAF 7","WILSON","NYERI",949,115,0.5,43.654,110
"6/10/2024","C208","5Y-MAE","MAF 7","NYERI","OLKIOMBO",1026,237,0.8,97.2648,176
"6/10/2024","C208","5Y-MAE","MAF 7","OLKIOMBO","WILSON",1162,191,0.8,88.7768,176
"6/12/2024","C208","5Y-MAE","MAF 7","WILSON","OLKIOMBO",863,191,0.7,65.9332,154
"6/12/2024","C208","5Y-MAE","MAF 7","OLKIOMBO","WILSON",978,191,0.8,74.7192,176
"6/12/2024","C208","5Y-MAE","MAF 7","WILSON","OLKIOMBO",1091,191,0.7,83.3524,154
"6/12/2024","C208","5Y-MAE","MAF 7","OLKIOMBO","WILSON",1204,191,0.7,91.9856,154
"6/14/2024","C208","5Y-MAE","MAF 7","WILSON","TORIT",621,800,3,198.72,660
"6/14/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1073,120,0.5,51.504,110
"6/18/2024","C208","5Y-MAE","MAF 7","JUBA","BOR",880,146,0.6,51.392,132
"6/18/2024","C208","5Y-MAE","MAF 7","BOR","LANKIEN",812,265,1.3,86.072,286
"6/18/2024","C208","5Y-MAE","MAF 7","LANKIEN","JUBA",972,409,1.6,159.0192,352
"6/19/2024","C208","5Y-MAE","MAF 7","JUBA","MVOLO",858,224,1,76.8768,220
"6/19/2024","C208","5Y-MAE","MAF 7","MVOLO","YIROL",903,83,0.5,29.9796,110
"6/19/2024","C208","5Y-MAE","MAF 7","YIROL","RUMBEK",1094,98,0.4,42.8848,88
"6/19/2024","C208","5Y-MAE","MAF 7","RUMBEK","TONJ",836,120,0.5,40.128,110
"6/19/2024","C208","5Y-MAE","MAF 7","TONJ","JUBA",918,419,1.6,153.8568,352
"6/20/2024","C208","5Y-MAE","MAF 7","JUBA","TAMBURA",689,463,1.7,127.6028,374
"6/20/2024","C208","5Y-MAE","MAF 7","TAMBURA","MARIDI",967,232,1,89.7376,220
"6/20/2024","C208","5Y-MAE","MAF 7","MARIDI","JUBA",1109,237,1.1,105.1332,242
"7/1/2024","C208","5Y-MAE","MAF 7","JUBA","YEI",849,126,0.6,42.7896,132
"7/1/2024","C208","5Y-MAE","MAF 7","YEI","JUBA",1298,126,0.5,65.4192,110
"7/1/2024","C208","5Y-MAE","MAF 7","JUBA","MARIDI",1566,237,1,148.4568,220
"7/1/2024","C208","5Y-MAE","MAF 7","MARIDI","JUBA",1711,237,1,162.2028,220
"7/2/2024","C208","5Y-MAE","MAF 7","JUBA","YUAI",1101,339,1.3,149.2956,286
"7/2/2024","C208","5Y-MAE","MAF 7","YUAI","JUBA",1194,339,1.3,161.9064,286
"7/2/2024","C208","5Y-MAE","MAF 7","JUBA","TUAI",1106,339,1.3,149.9736,286
"7/2/2024","C208","5Y-MAE","MAF 7","YUAI","JUBA",1194,339,1.3,161.9064,286
"7/3/2024","C208","5Y-MAE","MAF 7","JUBA","BOR",1010,146,0.6,58.984,132
"7/3/2024","C208","5Y-MAE","MAF 7","BOR","POCHALLA",981,296,1.4,116.1504,308
"7/3/2024","C208","5Y-MAE","MAF 7","POCHALLA","AYOD",819,315,1.2,103.194,264
"7/3/2024","C208","5Y-MAE","MAF 7","AYOD","BOR",1346,217,0.9,116.8328,198
"7/3/2024","C208","5Y-MAE","MAF 7","BOR","JUBA",1381,146,0.6,80.6504,132
"7/24/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",1274,120,0.6,61.152,132
"7/24/2024","C208","5Y-MAE","MAF 7","TORIT","OHILANG",1105,37,0.3,16.354,66
"7/24/2024","C208","5Y-MAE","MAF 7","OHILANG","KIMATONG",1032,52,0.3,21.4656,66
"7/24/2024","C208","5Y-MAE","MAF 7","KIMATONG","KAPOETA",827,39,0.3,12.9012,66
"7/24/2024","C208","5Y-MAE","MAF 7","KAPOETA","TORIT",1224,119,0.5,58.2624,110
"7/24/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1303,120,0.4,62.544,88
"7/25/2024","C208","5Y-MAE","MAF 7","JUBA","TAMBURA",741,463,1.8,137.2332,396
"7/25/2024","C208","5Y-MAE","MAF 7","TAMBURA","YAMBIO",1009,156,0.6,62.9616,132
"7/25/2024","C208","5Y-MAE","MAF 7","YAMBIO","JUBA",999,352,1.4,140.6592,308
"7/26/2024","C208","5Y-MAE","MAF 7","JUBA","ARUA",881,217,0.9,76.4708,198
"7/26/2024","C208","5Y-MAE","MAF 7","ARUA","TORORO",840,446,1.7,149.856,374
"7/26/2024","C208","5Y-MAE","MAF 7","TORORO","ARUA",1097,446,1.6,195.7048,352
"7/26/2024","C208","5Y-MAE","MAF 7","ARUA","JUBA",1224,217,0.9,106.2432,198
"7/29/2024","C208","5Y-MAE","MAF 7","JUBA","BOR",996,146,0.6,58.1664,132
"7/29/2024","C208","5Y-MAE","MAF 7","BOR","MABAN",757,483,1.8,146.2524,396
"7/29/2024","C208","5Y-MAE","MAF 7","MABAN","JUBA",1036,615,2.3,254.856,506
"7/31/2024","C208","5Y-MAE","MAF 7","JUBA","YIDA",691,606,2.2,167.4984,484
"7/31/2024","C208","5Y-MAE","MAF 7","YIDA","JUBA",1077,606,2.3,261.0648,506
"8/1/2024","C208","5Y-MAE","MAF 7","JUBA","YAMBIO",801,352,1.4,112.7808,308
"8/1/2024","C208","5Y-MAE","MAF 7","YAMBIO","MARIDI",935,119,0.6,44.506,132
"8/1/2024","C208","5Y-MAE","MAF 7","MARIDI","MUNDRI",1124,111,0.5,49.9056,110
"8/1/2024","C208","5Y-MAE","MAF 7","MUNDRI","JUBA",1149,148,0.8,68.0208,176
"8/5/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",1004,120,0.5,48.192,110
"8/5/2024","C208","5Y-MAE","MAF 7","TORIT","CHUKUDUM",1131,104,0.5,47.0496,110
"8/5/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","OHILANG",1053,95,0.6,40.014,132
"8/5/2024","C208","5Y-MAE","MAF 7","OHILANG","TORIT",1161,37,0.4,17.1828,88
"8/5/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1308,120,0.5,62.784,110
"8/6/2024","C208","5Y-MAE","MAF 7","JUBA","MUNDRI",1148,148,0.7,67.9616,154
"8/6/2024","C208","5Y-MAE","MAF 7","MUNDRI","JUBA",1283,148,0.6,75.9536,132
"8/7/2024","C208","5Y-MAE","MAF 7","JUBA","MVOLO",956,224,0.9,85.6576,198
"8/7/2024","C208","5Y-MAE","MAF 7","MVOLO","YIROL",995,83,0.4,33.034,88
"8/7/2024","C208","5Y-MAE","MAF 7","YIROL","MVOLO",1186,83,0.5,39.3752,110
"8/7/2024","C208","5Y-MAE","MAF 7","MVOLO","JUBA",1117,224,0.9,100.0832,198
"8/9/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",1050,120,0.8,50.4,176
"8/9/2024","C208","5Y-MAE","MAF 7","TORIT","KAPOETA",1176,119,0.6,55.9776,132
"8/9/2024","C208","5Y-MAE","MAF 7","KAPOETA","JUBA",1255,220,0.8,110.44,176
"8/9/2024","C208","5Y-MAE","MAF 7","JUBA","OHILANG",984,133,0.6,52.3488,132
"8/9/2024","C208","5Y-MAE","MAF 7","OHILANG","TORIT",963,37,0.3,14.2524,66
"8/9/2024","C208","5Y-MAE","MAF 7","TORIT","MUNDRI",1110,269,1,119.436,220
"8/9/2024","C208","5Y-MAE","MAF 7","MUNDRI","JUBA",1219,148,0.7,72.1648,154
"8/12/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",944,120,0.6,45.312,132
"8/12/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1303,120,1,62.544,220
"8/13/2024","C208","5Y-MAE","MAF 7","JUBA","MARIDI",1015,237,1,96.222,220
"8/13/2024","C208","5Y-MAE","MAF 7","MARIDI","JUBA",1210,261,1.1,126.324,242
"8/14/2024","C208","5Y-MAE","MAF 7","JUBA","AWIEL",728,639,2.4,186.0768,528
"8/14/2024","C208","5Y-MAE","MAF 7","AWIEL","JUBA",1100,639,2.3,281.16,506
"8/15/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",690,120,0.5,33.12,110
"8/15/2024","C208","5Y-MAE","MAF 7","TORIT","ELDORET",913,541,2.1,197.5732,462
"8/15/2024","C208","5Y-MAE","MAF 7","ELDORET","WILSON",1219,283,1,137.9908,220
"8/16/2024","C208","5Y-MAE","MAF 7","WILSON","WILSON",925,230,0.9,85.1,198
"8/26/2024","C208","5Y-MAE","MAF 7","WILSON","MARSABIT",609,448,1.7,109.1328,374
"8/26/2024","C208","5Y-MAE","MAF 7","MARSABIT","NORTH HORR",847,159,0.7,53.8692,154
"8/26/2024","C208","5Y-MAE","MAF 7","NORTH HORR","WILSON",942,552,1.9,207.9936,418
"8/28/2024","C208","5Y-MAE","MAF 7","WILSON","LOKI",657,685,2.3,180.018,506
"8/29/2024","C208","5Y-MAE","MAF 7","LOKI","LODWAR",889,185,0.7,65.786,154
"8/29/2024","C208","5Y-MAE","MAF 7","LODWAR","OLKIOMBO",995,506,2.1,201.388,462
"8/29/2024","C208","5Y-MAE","MAF 7","OLKIOMBO","WILSON",1274,191,0.8,97.3336,176
"8/30/2024","C208","5Y-MAE","MAF 7","WILSON","LOKI",756,687,2.6,207.7488,572
"8/30/2024","C208","5Y-MAE","MAF 7","LOKI","TORIT",986,196,0.8,77.3024,176
"8/30/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1218,120,0.5,58.464,110
"9/4/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",960,120,0.6,46.08,132
"9/4/2024","C208","5Y-MAE","MAF 7","TORIT","KAPOETA",1154,119,0.6,54.9304,132
"9/4/2024","C208","5Y-MAE","MAF 7","KAPOETA","KIMATONG",1234,39,0.3,19.2504,66
"9/4/2024","C208","5Y-MAE","MAF 7","KIMATONG","JUBA",910,183,0.8,66.612,176
"9/5/2024","C208","5Y-MAE","MAF 7","JUBA","MARIDI",951,237,1,90.1548,220
"9/5/2024","C208","5Y-MAE","MAF 7","MARIDI","KAJO KEJI",1146,272,1.1,124.6848,242
"9/5/2024","C208","5Y-MAE","MAF 7","KAJO KEJI","JUBA",1000,113,0.5,45.2,110
"9/10/2024","C208","5Y-MAE","MAF 7","JUBA","MUNDRI",1102,148,0.6,65.2384,132
"9/10/2024","C208","5Y-MAE","MAF 7","MUNDRI","MARIDI",1044,111,0.5,46.3536,110
"9/10/2024","C208","5Y-MAE","MAF 7","MARIDI","JUBA",1170,237,1,110.916,220
"9/16/2024","C208","5Y-MAE","MAF 7","JUBA","LAFON",1266,98,0.5,49.6272,110
"9/16/2024","C208","5Y-MAE","MAF 7","LAFON","JUBA",866,98,0.4,33.9472,88
"9/17/2024","C208","5Y-MAE","MAF 7","JUBA","YAMBIO",696,352,1.4,97.9968,308
"9/17/2024","C208","5Y-MAE","MAF 7","YAMBIO","TAMBURA",840,156,0.7,52.416,154
"9/17/2024","C208","5Y-MAE","MAF 7","TAMBURA","JUBA",1050,463,1.8,194.46,396
"9/18/2024","C208","5Y-MAE","MAF 7","JUBA","TONJ",789,419,1.5,132.2364,330
"9/18/2024","C208","5Y-MAE","MAF 7","TONJ","JUBA",1072,419,1.7,179.6672,374
"9/19/2024","C208","5Y-MAE","MAF 7","JUBA","MUNDRI",972,148,0.6,57.5424,132
"9/19/2024","C208","5Y-MAE","MAF 7","MUNDRI","MARIDI",1019,111,0.5,45.2436,110
"9/19/2024","C208","5Y-MAE","MAF 7","MARIDI","JUBA",1145,237,1,108.546,220
"9/23/2024","C208","5Y-MAE","MAF 7","JUBA","CHUKUDUM",1030,222,1,91.464,220
"9/23/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","KAPOETA",1017,65,0.3,26.442,66
"9/23/2024","C208","5Y-MAE","MAF 7","KAPOETA","JUBA",1219,220,0.9,107.272,198
"9/25/2024","C208","5Y-MAE","MAF 7","JUBA","YEI",1108,126,0.5,55.8432,110
"9/25/2024","C208","5Y-MAE","MAF 7","YEI","KAJO KEJI",1240,107,0.5,53.072,110
"9/25/2024","C208","5Y-MAE","MAF 7","KAJO KEJI","JUBA",1005,113,0.5,45.426,110
"10/2/2024","C208","5Y-MAE","MAF 7","JUBA","KAJOKEJI",1138,113,0.5,51.4376,110
"10/2/2024","C208","5Y-MAE","MAF 7","KAJOKEJI","YEI",913,107,0.4,39.0764,88
"10/2/2024","C208","5Y-MAE","MAF 7","YEI","JUBA",1298,126,0.6,65.4192,132
"10/4/2024","C208","5Y-MAE","MAF 7","JUBA","CHUKUDUM",985,222,1,87.468,220
"10/4/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","KAPOETA",1029,65,0.3,26.754,66
"10/4/2024","C208","5Y-MAE","MAF 7","KAPOETA","LAFON",1230,126,0.6,61.992,132
"10/4/2024","C208","5Y-MAE","MAF 7","LAFON","JUBA",814,98,0.5,31.9088,110
"10/8/2024","C208","5Y-MAE","MAF 7","JUBA","MUNDRI",1041,148,0.7,61.6272,154
"10/8/2024","C208","5Y-MAE","MAF 7","MUNDRI","MARIDI",1115,111,0.5,49.506,110
"10/8/2024","C208","5Y-MAE","MAF 7","MARIDI","JUBA",1240,237,1,117.552,220
"10/9/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",872,120,1.1,41.856,242
"10/9/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1148,120,1.2,55.104,264
"10/14/2024","C208","5Y-MAE","MAF 7","JUBA","CHUKUDUM",1053,222,0.9,93.5064,198
"10/14/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","KAPOETA",1038,65,0.3,26.988,66
"10/14/2024","C208","5Y-MAE","MAF 7","KAPOETA","LOKUTOK",1239,82,0.3,40.6392,66
"10/14/2024","C208","5Y-MAE","MAF 7","LOKUTOK","TORIT",810,41,0.2,13.284,44
"10/14/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1337,120,0.5,64.176,110
"10/15/2024","C208","5Y-MAE","MAF 7","JUBA","MUNDRI",1041,148,0.7,61.6272,154
"10/15/2024","C208","5Y-MAE","MAF 7","MUNDRI","MARIDI",1115,111,0.5,49.506,110
"10/15/2024","C208","5Y-MAE","MAF 7","MARIDI","JUBA",1240,237,1,117.552,220
"10/16/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",1054,120,0.5,50.592,110
"10/16/2024","C208","5Y-MAE","MAF 7","TORIT","OHILANG",1130,37,0.2,16.724,44
"10/16/2024","C208","5Y-MAE","MAF 7","OHILANG","KIMATONG",1064,52,0.2,22.1312,44
"10/16/2024","C208","5Y-MAE","MAF 7","KIMATONG","KAPOETA",808,39,0.2,12.6048,44
"10/16/2024","C208","5Y-MAE","MAF 7","KAPOETA","JUBA",1255,220,0.9,110.44,198
"10/17/2024","C208","5Y-MAE","MAF 7","JUBA","YEI",1142,126,0.5,57.5568,110
"10/17/2024","C208","5Y-MAE","MAF 7","YEI","JUBA",1303,126,0.5,65.6712,110
"10/21/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",1082,120,0.5,51.936,110
"10/21/2024","C208","5Y-MAE","MAF 7","TORIT","KAPOETA",1164,119,0.5,55.4064,110
"10/21/2024","C208","5Y-MAE","MAF 7","KAPOETA","TORIT",1243,119,0.5,59.1668,110
"10/21/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1322,120,0.5,63.456,110
"10/23/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",977,120,0.6,46.896,132
"10/23/2024","C208","5Y-MAE","MAF 7","TORIT","CHUKUDUM",1121,104,0.5,46.6336,110
"10/23/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","OHILANG",1043,95,0.4,39.634,88
"10/23/2024","C208","5Y-MAE","MAF 7","OHILANG","TORIT",1151,37,0.2,17.0348,44
"10/23/2024","C208","5Y-MAE","MAF 7","TORIT","JUBA",1298,120,0.5,62.304,110
"10/24/2024","C208","5Y-MAE","MAF 7","JUBA","YAMBIO",815,352,1.4,114.752,308
"10/24/2024","C208","5Y-MAE","MAF 7","YAMBIO","TAMBURA",910,156,0.6,56.784,132
"10/24/2024","C208","5Y-MAE","MAF 7","TAMBURA","JUBA",1120,463,1.8,207.424,396
"10/25/2024","C208","5Y-MAE","MAF 7","JUBA","TORIT",998,120,0.5,47.904,110
"10/25/2024","C208","5Y-MAE","MAF 7","TORIT","CHUKUDUM",1080,104,0.4,44.928,88
"10/25/2024","C208","5Y-MAE","MAF 7","CHUKUDUM","KAPOETA",1002,65,0.3,26.052,66
"10/25/2024","C208","5Y-MAE","MAF 7","KAPOETA","OHILANG",1203,89,0.4,42.8268,88
"10/25/2024","C208","5Y-MAE","MAF 7","OHILANG","LAFON",1158,52,0.2,24.0864,44
"10/25/2024","C208","5Y-MAE","MAF 7","LAFON","JUBA",814,98,0.4,31.9088,88
"10/26/2024","C208","5Y-MAE","MAF 7","JUBA","TONJ",887,419,1.6,148.6612,352
"10/26/2024","C208","5Y-MAE","MAF 7","TONJ","MVOLO",1130,196,0.8,88.592,176
"10/26/2024","C208","5Y-MAE","MAF 7","MVOLO","JUBA",1122,224,0.9,100.5312,198
